idOrganizacionPolitica,idExpediente,idJuradoUbicacion,idSolicitudLista,idTipoEleccion,strCarpeta,strCodExpediente,strDistritoElec,strEstadoLista,strJuradoElectoral,strOrganizacionPolitica,strRegion,strTipoOrganizacion,strUbigeo,idPlanGobierno,idProcesoElectoral,fecha_registro
5,91094,1563,23028,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004683,LA LIBERTAD,INSCRITO,TRUJILLO,RENACIMIENTO UNIDO NACIONAL,LA LIBERTAD,PARTIDOS POLITICOS,120000,0,110,2021-03-14 14:20:15
2191,90630,1528,22790,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004228,ANCASH,INSCRITO,HUARAZ,DEMOCRACIA DIRECTA,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
2173,90859,1519,22999,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004449,LAMBAYEQUE,INSCRITO,CHICLAYO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LAMBAYEQUE,PARTIDOS POLITICOS,130000,0,110,2021-03-14 14:20:15
21,90889,1519,22832,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004479,LAMBAYEQUE,INSCRITO,CHICLAYO,VICTORIA NACIONAL,LAMBAYEQUE,PARTIDOS POLITICOS,130000,0,110,2021-03-14 14:20:15
1257,91003,1519,22855,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004592,LAMBAYEQUE,INSCRITO,CHICLAYO,ALIANZA PARA EL PROGRESO,LAMBAYEQUE,PARTIDOS POLITICOS,130000,0,110,2021-03-14 14:20:15
2218,90929,1528,22541,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004519,ANCASH,INSCRITO,HUARAZ,PARTIDO POLITICO NACIONAL PERU LIBRE,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
15,91059,1551,22703,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004648,SAN MARTIN,INSCRITO,MOYOBAMBA,PARTIDO POPULAR CRISTIANO - PPC,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
14,90991,1550,23101,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004581,LORETO,INSCRITO,MAYNAS,PARTIDO DEMOCRATICO SOMOS PERU,LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
5,91068,1551,23053,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004657,SAN MARTIN,INSCRITO,MOYOBAMBA,RENACIMIENTO UNIDO NACIONAL,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
1366,90552,1532,22602,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004156,ICA,INSCRITO,ICA,FUERZA POPULAR,ICA,PARTIDOS POLITICOS,100000,0,110,2021-03-14 14:20:15
47,90869,1561,22995,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004459,TACNA,INSCRITO,TACNA,UNION POR EL PERU,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
4,90971,1536,22969,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004561,PERUANOS RESIDENTES EN EL EXTRANJERO,INSCRITO,LIMA CENTRO 1,ACCION POPULAR,LIMA,PARTIDOS POLITICOS,140101,0,110,2021-03-14 14:20:15
179,90981,1511,22883,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004571,CAJAMARCA,INSCRITO,CAJAMARCA,PARTIDO NACIONALISTA PERUANO,CAJAMARCA,PARTIDOS POLITICOS,060000,0,110,2021-03-14 14:20:15
21,91117,1531,23173,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004706,LIMA PROVINCIAS,INSCRITO,HUAURA,VICTORIA NACIONAL,LIMA,PARTIDOS POLITICOS,140000,0,110,2021-03-14 14:20:15
2731,90534,1551,22678,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004138,SAN MARTIN,INSCRITO,MOYOBAMBA,PODEMOS PERU,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
1264,90820,1521,22649,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004410,UCAYALI,INSCRITO,CORONEL PORTILLO,JUNTOS POR EL PERU,UCAYALI,PARTIDOS POLITICOS,250000,0,110,2021-03-14 14:20:15
21,91133,1508,22819,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004722,AREQUIPA,INSCRITO,AREQUIPA 1,VICTORIA NACIONAL,AREQUIPA,PARTIDOS POLITICOS,040000,0,110,2021-03-14 14:20:15
2191,90585,1517,22726,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004187,AMAZONAS,INSCRITO,CHACHAPOYAS,DEMOCRACIA DIRECTA,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
15,91147,1537,23167,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004736,LIMA,IMPROCEDENTE,LIMA CENTRO 2,PARTIDO POPULAR CRISTIANO - PPC,LIMA,PARTIDOS POLITICOS,140100,0,110,2021-03-14 14:20:15
1264,90754,1524,22655,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004349,AYACUCHO,INSCRITO,HUAMANGA,JUNTOS POR EL PERU,AYACUCHO,PARTIDOS POLITICOS,050000,0,110,2021-03-14 14:20:15
179,91000,1528,22878,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004589,ANCASH,INSCRITO,HUARAZ,PARTIDO NACIONALISTA PERUANO,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
55,91008,1550,23129,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004597,LORETO,INSCRITO,MAYNAS,PERU PATRIA SEGURA,LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
1264,90753,1549,22859,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004348,MOQUEGUA,IMPROCEDENTE,MARISCAL NIETO,JUNTOS POR EL PERU,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
2840,90901,1550,23037,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004491,LORETO,INSCRITO,MAYNAS,PARTIDO MORADO,LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
2840,91124,1528,23132,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004713,ANCASH,INSCRITO,HUARAZ,PARTIDO MORADO,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
4,90695,1531,22683,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004293,LIMA PROVINCIAS,INSCRITO,HUAURA,ACCION POPULAR,LIMA,PARTIDOS POLITICOS,140000,0,110,2021-03-14 14:20:15
21,90835,1551,22843,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004425,SAN MARTIN,INSCRITO,MOYOBAMBA,VICTORIA NACIONAL,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
2646,90484,1517,22547,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004089,AMAZONAS,INSCRITO,CHACHAPOYAS,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
22,90726,1537,22710,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004323,LIMA,INSCRITO,LIMA CENTRO 2,RENOVACION POPULAR,LIMA,PARTIDOS POLITICOS,140100,0,110,2021-03-14 14:20:15
1366,90522,1526,22603,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004127,JUNIN,INSCRITO,HUANCAYO,FUERZA POPULAR,JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
4,90549,1519,22637,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004153,LAMBAYEQUE,INSCRITO,CHICLAYO,ACCION POPULAR,LAMBAYEQUE,PARTIDOS POLITICOS,130000,0,110,2021-03-14 14:20:15
1366,90569,1511,22597,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004173,CAJAMARCA,INSCRITO,CAJAMARCA,FUERZA POPULAR,CAJAMARCA,PARTIDOS POLITICOS,060000,0,110,2021-03-14 14:20:15
21,91092,1562,22834,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004681,MADRE DE DIOS,INSCRITO,TAMBOPATA,VICTORIA NACIONAL,MADRE DE DIOS,PARTIDOS POLITICOS,160000,0,110,2021-03-14 14:20:15
2840,90795,1554,22961,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004389,PIURA,INSCRITO,PIURA 1,PARTIDO MORADO,PIURA,PARTIDOS POLITICOS,190000,0,110,2021-03-14 14:20:15
2191,90874,1512,22978,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004464,CALLAO,INSCRITO,CALLAO,DEMOCRACIA DIRECTA,CALLAO,PARTIDOS POLITICOS,240000,0,110,2021-03-14 14:20:15
1366,90558,1550,22614,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004162,LORETO,INSCRITO,MAYNAS,FUERZA POPULAR,LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
14,90838,1561,22998,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004428,TACNA,INSCRITO,TACNA,PARTIDO DEMOCRATICO SOMOS PERU,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
5,91091,1524,23013,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004680,AYACUCHO,INSCRITO,HUAMANGA,RENACIMIENTO UNIDO NACIONAL,AYACUCHO,PARTIDOS POLITICOS,050000,0,110,2021-03-14 14:20:15
4,90720,1537,22911,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004317,LIMA,INSCRITO,LIMA CENTRO 2,ACCION POPULAR,LIMA,PARTIDOS POLITICOS,140100,0,110,2021-03-14 14:20:15
1257,91030,1550,22856,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004619,LORETO,INSCRITO,MAYNAS,ALIANZA PARA EL PROGRESO,LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
5,91086,1517,23008,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004675,AMAZONAS,INSCRITO,CHACHAPOYAS,RENACIMIENTO UNIDO NACIONAL,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
5,91078,1505,23010,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004667,APURIMAC,INSCRITO,ABANCAY,RENACIMIENTO UNIDO NACIONAL,APURIMAC,PARTIDOS POLITICOS,030000,0,110,2021-03-14 14:20:15
2218,90767,1527,22805,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004362,HUANUCO,INSCRITO,HUANUCO,PARTIDO POLITICO NACIONAL PERU LIBRE,HUANUCO,PARTIDOS POLITICOS,090000,0,110,2021-03-14 14:20:15
14,90734,1524,22924,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004331,AYACUCHO,INSCRITO,HUAMANGA,PARTIDO DEMOCRATICO SOMOS PERU,AYACUCHO,PARTIDOS POLITICOS,050000,0,110,2021-03-14 14:20:15
22,91155,1528,22692,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004744,ANCASH,INSCRITO,HUARAZ,RENOVACION POPULAR,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
5,91127,1549,23046,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004716,MOQUEGUA,INSCRITO,MARISCAL NIETO,RENACIMIENTO UNIDO NACIONAL,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
2646,90570,1508,22553,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004174,AREQUIPA,INSCRITO,AREQUIPA 1,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,AREQUIPA,PARTIDOS POLITICOS,040000,0,110,2021-03-14 14:20:15
2191,90719,1526,22910,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004316,JUNIN,INSCRITO,HUANCAYO,DEMOCRACIA DIRECTA,JUNIN,PARTIDOS POLITICOS,110000,0,110,2021-03-14 14:20:15
22,90851,1517,22691,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004441,AMAZONAS,INSCRITO,CHACHAPOYAS,RENOVACION POPULAR,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
1257,90983,1537,22955,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004573,LIMA,INSCRITO,LIMA CENTRO 2,ALIANZA PARA EL PROGRESO,LIMA,PARTIDOS POLITICOS,140100,0,110,2021-03-14 14:20:15
14,90627,1528,22775,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004225,ANCASH,INSCRITO,HUARAZ,PARTIDO DEMOCRATICO SOMOS PERU,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
2173,90937,1563,23088,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004527,LA LIBERTAD,INSCRITO,TRUJILLO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LA LIBERTAD,PARTIDOS POLITICOS,120000,0,110,2021-03-14 14:20:15
1257,90940,1505,22779,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004530,APURIMAC,INSCRITO,ABANCAY,ALIANZA PARA EL PROGRESO,APURIMAC,PARTIDOS POLITICOS,030000,0,110,2021-03-14 14:20:15
2840,90698,1536,22808,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004296,PERUANOS RESIDENTES EN EL EXTRANJERO,INSCRITO,LIMA CENTRO 1,PARTIDO MORADO,LIMA,PARTIDOS POLITICOS,140101,0,110,2021-03-14 14:20:15
2857,91115,1517,23175,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004704,AMAZONAS,IMPROCEDENTE,CHACHAPOYAS,PARTIDO FRENTE DE LA ESPERANZA 2021,AMAZONAS,PARTIDOS POLITICOS,010000,0,110,2021-03-14 14:20:15
55,90777,1522,22967,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004372,CUSCO,INSCRITO,CUSCO,PERU PATRIA SEGURA,CUSCO,PARTIDOS POLITICOS,070000,0,110,2021-03-14 14:20:15
2191,90855,1551,23023,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004445,SAN MARTIN,INSCRITO,MOYOBAMBA,DEMOCRACIA DIRECTA,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
2173,91146,1525,23205,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004735,HUANCAVELICA,INSCRITO,HUANCAVELICA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,HUANCAVELICA,PARTIDOS POLITICOS,080000,0,110,2021-03-14 14:20:15
14,90890,1556,23003,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004480,PUNO,INSCRITO,PUNO,PARTIDO DEMOCRATICO SOMOS PERU,PUNO,PARTIDOS POLITICOS,200000,0,110,2021-03-14 14:20:15
2173,91137,1536,23207,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004726,PERUANOS RESIDENTES EN EL EXTRANJERO,INSCRITO,LIMA CENTRO 1,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LIMA,PARTIDOS POLITICOS,140101,0,110,2021-03-14 14:20:15
2840,91014,1551,22985,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004603,SAN MARTIN,INSCRITO,MOYOBAMBA,PARTIDO MORADO,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
1264,90847,1511,22741,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004437,CAJAMARCA,INSCRITO,CAJAMARCA,JUNTOS POR EL PERU,CAJAMARCA,PARTIDOS POLITICOS,060000,0,110,2021-03-14 14:20:15
2646,90543,1519,22586,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004147,LAMBAYEQUE,INSCRITO,CHICLAYO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,LAMBAYEQUE,PARTIDOS POLITICOS,130000,0,110,2021-03-14 14:20:15
1264,90815,1564,22841,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004405,TUMBES,INSCRITO,TUMBES,JUNTOS POR EL PERU,TUMBES,PARTIDOS POLITICOS,230000,0,110,2021-03-14 14:20:15
4,91067,1522,23162,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004656,CUSCO,INSCRITO,CUSCO,ACCION POPULAR,CUSCO,PARTIDOS POLITICOS,070000,0,110,2021-03-14 14:20:15
2160,91073,1550,23169,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004662,LORETO,IMPROCEDENTE,MAYNAS,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LORETO,PARTIDOS POLITICOS,150000,0,110,2021-03-14 14:20:15
2646,90524,1528,22588,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004129,ANCASH,INSCRITO,HUARAZ,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,ANCASH,PARTIDOS POLITICOS,020000,0,110,2021-03-14 14:20:15
2646,90669,1525,22560,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004267,HUANCAVELICA,INSCRITO,HUANCAVELICA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,HUANCAVELICA,PARTIDOS POLITICOS,080000,0,110,2021-03-14 14:20:15
2160,90931,1525,22928,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004521,HUANCAVELICA,INSCRITO,HUANCAVELICA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",HUANCAVELICA,PARTIDOS POLITICOS,080000,0,110,2021-03-14 14:20:15
2191,91023,1562,23126,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004612,MADRE DE DIOS,INSCRITO,TAMBOPATA,DEMOCRACIA DIRECTA,MADRE DE DIOS,PARTIDOS POLITICOS,160000,0,110,2021-03-14 14:20:15
1264,90721,1522,22632,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004318,CUSCO,INSCRITO,CUSCO,JUNTOS POR EL PERU,CUSCO,PARTIDOS POLITICOS,070000,0,110,2021-03-14 14:20:15
14,90656,1527,22789,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004254,HUANUCO,INSCRITO,HUANUCO,PARTIDO DEMOCRATICO SOMOS PERU,HUANUCO,PARTIDOS POLITICOS,090000,0,110,2021-03-14 14:20:15
14,91004,1549,23130,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004593,MOQUEGUA,INSCRITO,MARISCAL NIETO,PARTIDO DEMOCRATICO SOMOS PERU,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
1257,90995,1532,22854,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004584,ICA,INSCRITO,ICA,ALIANZA PARA EL PROGRESO,ICA,PARTIDOS POLITICOS,100000,0,110,2021-03-14 14:20:15
47,90935,1556,23057,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004525,PUNO,INSCRITO,PUNO,UNION POR EL PERU,PUNO,PARTIDOS POLITICOS,200000,0,110,2021-03-14 14:20:15
15,91134,1522,23204,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004723,CUSCO,INSCRITO,CUSCO,PARTIDO POPULAR CRISTIANO - PPC,CUSCO,PARTIDOS POLITICOS,070000,0,110,2021-03-14 14:20:15
15,91012,1553,22870,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004601,PASCO,INSCRITO,PASCO,PARTIDO POPULAR CRISTIANO - PPC,PASCO,PARTIDOS POLITICOS,180000,0,110,2021-03-14 14:20:15
2191,90677,1532,22781,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004275,ICA,IMPROCEDENTE,ICA,DEMOCRACIA DIRECTA,ICA,PARTIDOS POLITICOS,100000,0,110,2021-03-14 14:20:15
4,90944,1524,23006,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004534,AYACUCHO,INSCRITO,HUAMANGA,ACCION POPULAR,AYACUCHO,PARTIDOS POLITICOS,050000,0,110,2021-03-14 14:20:15
2160,90964,1561,23098,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004554,TACNA,INSCRITO,TACNA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
2218,90852,1537,23001,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004442,LIMA,INSCRITO,LIMA CENTRO 2,PARTIDO POLITICO NACIONAL PERU LIBRE,LIMA,PARTIDOS POLITICOS,140100,0,110,2021-03-14 14:20:15
4,90825,1561,22574,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004415,TACNA,INSCRITO,TACNA,ACCION POPULAR,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
21,91153,1561,23191,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004742,TACNA,INSCRITO,TACNA,VICTORIA NACIONAL,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
1264,90806,1554,22875,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004398,PIURA,INSCRITO,PIURA 1,JUNTOS POR EL PERU,PIURA,PARTIDOS POLITICOS,190000,0,110,2021-03-14 14:20:15
47,90730,1562,22876,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004327,MADRE DE DIOS,INSCRITO,TAMBOPATA,UNION POR EL PERU,MADRE DE DIOS,PARTIDOS POLITICOS,160000,0,110,2021-03-14 14:20:15
15,90898,1508,22654,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004488,AREQUIPA,INSCRITO,AREQUIPA 1,PARTIDO POPULAR CRISTIANO - PPC,AREQUIPA,PARTIDOS POLITICOS,040000,0,110,2021-03-14 14:20:15
1366,90542,1537,22609,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004146,LIMA,INSCRITO,LIMA CENTRO 2,FUERZA POPULAR,LIMA,PARTIDOS POLITICOS,140100,0,110,2021-03-14 14:20:15
1366,90544,1564,22608,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004148,TUMBES,INSCRITO,TUMBES,FUERZA POPULAR,TUMBES,PARTIDOS POLITICOS,230000,0,110,2021-03-14 14:20:15
14,90693,1508,22908,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004291,AREQUIPA,INSCRITO,AREQUIPA 1,PARTIDO DEMOCRATICO SOMOS PERU,AREQUIPA,PARTIDOS POLITICOS,040000,0,110,2021-03-14 14:20:15
47,90892,1519,22873,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004482,LAMBAYEQUE,INSCRITO,CHICLAYO,UNION POR EL PERU,LAMBAYEQUE,PARTIDOS POLITICOS,130000,0,110,2021-03-14 14:20:15
2173,90779,1531,22951,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004374,LIMA PROVINCIAS,INSCRITO,HUAURA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LIMA,PARTIDOS POLITICOS,140000,0,110,2021-03-14 14:20:15
47,91154,1553,23196,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004743,PASCO,INSCRITO,PASCO,UNION POR EL PERU,PASCO,PARTIDOS POLITICOS,180000,0,110,2021-03-14 14:20:15
2646,90397,1549,22544,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004002,MOQUEGUA,INSCRITO,MARISCAL NIETO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,MOQUEGUA,PARTIDOS POLITICOS,170000,0,110,2021-03-14 14:20:15
2731,90463,1508,22510,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004068,AREQUIPA,INSCRITO,AREQUIPA 1,PODEMOS PERU,AREQUIPA,PARTIDOS POLITICOS,040000,0,110,2021-03-14 14:20:15
2218,91076,1551,23095,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004665,SAN MARTIN,INSCRITO,MOYOBAMBA,PARTIDO POLITICO NACIONAL PERU LIBRE,SAN MARTIN,PARTIDOS POLITICOS,210000,0,110,2021-03-14 14:20:15
2218,91020,1556,22540,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004609,PUNO,INSCRITO,PUNO,PARTIDO POLITICO NACIONAL PERU LIBRE,PUNO,PARTIDOS POLITICOS,200000,0,110,2021-03-14 14:20:15
5,91141,1561,23054,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004730,TACNA,INSCRITO,TACNA,RENACIMIENTO UNIDO NACIONAL,TACNA,PARTIDOS POLITICOS,220000,0,110,2021-03-14 14:20:15
1366,90507,1508,22595,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004112,AREQUIPA,INSCRITO,AREQUIPA 1,FUERZA POPULAR,AREQUIPA,PARTIDOS POLITICOS,040000,0,110,2021-03-14 14:20:15
21,90955,1532,22829,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004545,ICA,INSCRITO,ICA,VICTORIA NACIONAL,ICA,PARTIDOS POLITICOS,100000,0,110,2021-03-14 14:20:15
1264,90733,1519,22645,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004330,LAMBAYEQUE,INSCRITO,CHICLAYO,JUNTOS POR EL PERU,LAMBAYEQUE,PARTIDOS POLITICOS,130000,0,110,2021-03-14 14:20:15
2160,91002,1563,22959,2,ASSETS/PLANGOBIERNO/FILEPLANGOBIERNO/,EG.2021004591,LA LIBERTAD,INSCRITO,TRUJILLO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",LA LIBERTAD,PARTIDOS POLITICOS,120000,0,110,2021-03-14 14:20:15
